sample_id,cluster_label,cluster_id,cluster
G15_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G18_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G20_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G22_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G23_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
G24_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H01_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H03_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H04_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H08_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H09_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H09_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H10_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H11_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H11_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H12_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
H12_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I02_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I03_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I04_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I04_BCH3_1NeuNP_H200.1030_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I06_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I06_BCH3_1NeuNP_H200.1030_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I07_BCH3_1NeuNP_H200.1030_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I18_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I19_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I20_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
I23_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J03_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J05_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J06_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J07_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J09_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J09_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J10_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J10_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J11_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
J12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K02_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K07_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K08_BCH3_1NeuNP_H200.1030_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K13_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K13_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K14_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K16_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K16_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K18_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K22_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K23_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
K23_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L02_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L03_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L04_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L05_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L08_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L09_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L10_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L12_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
L12_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M01_BCH3_1NeuNP_H200.1030_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M03_BCH3_1NeuNP_H200.1030_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M04_BCH1_1NeuNP_H200.1025_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M05_BCH3_1NeuNP_H200.1030_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M15_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M15_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M16_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M17_BCH1_1NeuNP_H200.1030_MTG_layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M17_BCH3_1NeuNP_H200.1025_MTG_Layer_1,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
M19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,e1_e299_SLC17A7_L5b.Cdh13,12,12. e1_e299_SLC17A7_L5b.Cdh13
