,CUX2,COL5A2,PENK,CARTPT,GAD2,RXFP1,LAMP5,CBLN2,SLC17A7,totalReads,area,x,y,experimentName,ROI_ID,layerData,layerCoordinate,lateralCoordinate
266,0,1,3,0,13,0,0,2,1,20,24398,15006,-2401.423868,smFISH_Human_L2-L3_Replicate2,267,4,15196.90025,33.09509711
267,0,0,0,0,0,3,0,0,10,13,26362,15224,-2411.423868,smFISH_Human_L2-L3_Replicate2,268,4,15413.79448,8.99332229
268,0,2,0,0,1,2,0,1,20,26,13532,14474,-1649.423868,smFISH_Human_L2-L3_Replicate2,269,4,14554.18867,626.7911256
269,1,4,2,1,26,3,1,1,45,84,38220,14186,-1737.423868,smFISH_Human_L2-L3_Replicate2,270,4,14283.42523,494.9762753
270,1,3,1,1,3,2,0,4,3,18,19476,13234,-469.4238679,smFISH_Human_L2-L3_Replicate2,271,4,13145.41837,1599.090578
271,1,0,3,0,5,0,0,0,2,11,28546,15502,-1217.423868,smFISH_Human_L2-L3_Replicate2,272,4,15502.28848,1213.744921
272,0,0,0,0,0,10,0,0,44,54,18752,15882,-1219.423868,smFISH_Human_L2-L3_Replicate2,273,4,15877.95573,1270.999776
273,1,0,2,0,17,2,0,1,22,45,29296,16166,-1701.423868,smFISH_Human_L2-L3_Replicate2,274,0,16233.61368,839.1578844
274,1,0,2,1,0,16,1,0,55,76,25054,16568,-1583.423868,smFISH_Human_L2-L3_Replicate2,275,5,16612.3077,1018.375188
275,0,1,2,0,1,14,0,2,43,63,16612,16344,-1765.423868,smFISH_Human_L2-L3_Replicate2,276,5,16419.41375,803.6848857
276,0,1,0,0,1,2,0,1,12,17,16040,16294,-1877.423868,smFISH_Human_L2-L3_Replicate2,277,5,16387.48226,685.2603131
277,0,0,0,0,1,0,0,0,2,3,17618,16676,-1701.423868,smFISH_Human_L2-L3_Replicate2,278,5,16737.38029,918.6513303
278,0,0,1,0,4,0,0,0,8,13,12966,16554,-1739.423868,smFISH_Human_L2-L3_Replicate2,279,5,16622.79446,862.0997001
279,0,17,1,0,2,18,0,5,143,186,34784,16372,-1223.423868,smFISH_Human_L2-L3_Replicate2,280,4,16362.59026,1343.424721
280,0,0,0,0,0,0,0,0,1,1,23488,17748,-1499.423868,smFISH_Human_L2-L3_Replicate2,281,5,17764.7923,1285.274523
281,0,0,0,0,0,0,0,0,0,0,28676,17172,-635.4238679,smFISH_Human_L2-L3_Replicate2,282,5,17061.16112,2048.933585
282,0,0,0,0,0,2,0,0,19,21,20802,16608,-1013.423868,smFISH_Human_L2-L3_Replicate2,283,0,16562.97319,1587.643232
283,0,1,0,0,0,0,0,1,3,5,18968,16808,-473.4238679,smFISH_Human_L2-L3_Replicate2,284,4,16676.35919,2152.217067
284,1,1,0,1,1,15,1,0,66,86,25846,16200,-409.4238679,smFISH_Human_L2-L3_Replicate2,285,4,16065.81473,2120.666179
285,1,1,1,1,0,0,0,0,4,8,27396,16184,-141.4238679,smFISH_Human_L2-L3_Replicate2,286,4,16008.23726,2382.896679
286,0,1,1,0,1,1,0,1,1,6,12066,16502,-589.4238679,smFISH_Human_L2-L3_Replicate2,287,4,16392.18009,1989.938791
287,1,1,2,1,0,3,1,2,21,32,26810,16474,-481.4238679,smFISH_Human_L2-L3_Replicate2,288,4,16347.68841,2092.254432
288,0,0,0,0,0,0,0,0,0,0,11500,16682,48.57613208,smFISH_Human_L2-L3_Replicate2,289,4,16470.53533,2648.197446
289,3,2,3,2,1,22,2,4,101,140,40026,17182,-271.4238679,smFISH_Human_L2-L3_Replicate2,290,0,17014.30239,2410.043347
290,3,2,3,4,2,29,3,2,116,164,36777,17084,-91.42386792,smFISH_Human_L2-L3_Replicate2,291,4,16889.44367,2572.568114
291,0,0,0,0,0,0,0,0,3,3,21964,18144,-521.4238679,smFISH_Human_L2-L3_Replicate2,292,5,18003.51188,2313.045393
292,0,1,0,0,1,0,0,1,2,5,16358,18050,-443.4238679,smFISH_Human_L2-L3_Replicate2,293,5,17898.50295,2375.440317
293,1,1,1,0,9,1,1,1,0,15,18330,17838,-683.4238679,smFISH_Human_L2-L3_Replicate2,294,5,17726.50277,2105.329345
294,0,0,2,0,0,14,0,1,71,88,26826,17564,-493.4238679,smFISH_Human_L2-L3_Replicate2,295,5,17426.23649,2250.298857
295,0,1,1,0,0,2,0,1,19,24,14524,17674,-485.4238679,smFISH_Human_L2-L3_Replicate2,296,5,17533.64508,2275.346723
296,0,0,0,0,3,0,0,0,0,3,15138,17832,-557.4238679,smFISH_Human_L2-L3_Replicate2,297,5,17700.93655,2228.854113
297,0,2,1,0,2,0,0,2,0,7,4137,17780,-25.42386792,smFISH_Human_L2-L3_Replicate2,298,5,17566.64954,2746.246612
298,0,1,1,0,17,2,0,2,1,24,11279,17604,32.57613208,smFISH_Human_L2-L3_Replicate2,299,5,17383.76024,2776.104684
299,0,0,0,0,1,0,0,0,0,1,4000,17694,14.57613208,smFISH_Human_L2-L3_Replicate2,300,5,17475.46588,2772.352941
300,0,1,0,0,0,0,0,0,1,2,14250,17172,-1135.423868,smFISH_Human_L2-L3_Replicate2,301,5,17139.09587,1555.044757
301,0,0,0,0,0,10,0,0,67,77,33150,16988,-1373.423868,smFISH_Human_L2-L3_Replicate2,302,5,16994.44172,1291.273686
302,1,1,5,1,1,13,1,1,53,77,27716,16212,-1049.423868,smFISH_Human_L2-L3_Replicate2,303,4,16177.42454,1490.358913
303,0,0,0,0,0,19,0,0,62,81,22768,15878,-899.4238679,smFISH_Human_L2-L3_Replicate2,304,4,15824.12638,1586.465148
304,0,0,0,0,0,7,0,0,37,44,10368,15776,-825.4238679,smFISH_Human_L2-L3_Replicate2,305,4,15711.83871,1643.662006
305,0,0,0,0,0,0,0,0,4,4,12006,16000,-849.4238679,smFISH_Human_L2-L3_Replicate2,306,4,15936.84178,1654.87011
306,1,0,0,1,0,2,1,0,5,10,12452,15770,-717.4238679,smFISH_Human_L2-L3_Replicate2,307,4,15689.07814,1749.406776
307,2,1,0,1,3,13,2,2,60,84,29716,16656,-1439.423868,smFISH_Human_L2-L3_Replicate2,308,5,16676.78693,1174.331686
308,4,53,3,6,0,2,6,33,104,211,36642,15800,-1379.423868,smFISH_Human_L2-L3_Replicate2,309,4,15821.89708,1100.174052
309,1,3,3,2,3,14,3,8,49,86,34876,16398,266.5761321,smFISH_Human_L2-L3_Replicate2,310,4,16156.02692,2819.266037
310,4,0,0,3,0,6,3,0,58,74,26490,16040,222.5761321,smFISH_Human_L2-L3_Replicate2,311,4,15809.26078,2720.002538
311,0,0,0,0,0,0,0,2,4,6,11754,15892,516.5761321,smFISH_Human_L2-L3_Replicate2,312,4,15617.24405,2987.340483
312,0,0,0,0,0,9,0,3,18,30,12196,16238,380.5761321,smFISH_Human_L2-L3_Replicate2,313,4,15980.21337,2906.933569
313,0,0,0,0,0,6,0,0,20,26,15878,16196,254.5761321,smFISH_Human_L2-L3_Replicate2,314,4,15958.36627,2775.927065
314,0,0,0,0,0,0,0,2,2,4,11710,15900,418.5761321,smFISH_Human_L2-L3_Replicate2,315,4,15640.42148,2891.785228
315,0,1,1,0,1,0,0,1,0,4,13852,17764,-947.4238679,smFISH_Human_L2-L3_Replicate2,316,5,17694.55677,1833.021701
316,1,1,56,2,8,1,3,20,4,96,25214,17636,-969.4238679,smFISH_Human_L2-L3_Replicate2,317,5,17571.55036,1791.339296
317,1,0,0,1,1,0,1,1,2,7,19284,17382,-1837.423868,smFISH_Human_L2-L3_Replicate2,318,5,17455.94957,894.3574372
318,0,0,2,0,0,3,0,0,19,24,19826,16930,-2015.423868,smFISH_Human_L2-L3_Replicate2,319,5,17037.21884,648.0799996
319,2,1,2,1,1,26,1,1,80,115,20016,16910,-1897.423868,smFISH_Human_L2-L3_Replicate2,320,5,16999.07068,761.520373
320,0,1,1,1,1,0,0,0,3,7,13080,17254,-1827.423868,smFISH_Human_L2-L3_Replicate2,321,5,17327.95533,884.2839176
321,0,1,1,0,1,9,0,2,15,29,15848,17186,-1759.423868,smFISH_Human_L2-L3_Replicate2,322,5,17250.18732,940.8536721
322,0,4,0,0,1,0,0,4,26,35,15362,17830,-2001.423868,smFISH_Human_L2-L3_Replicate2,323,5,17924.03655,802.1914384
323,0,0,1,1,1,1,0,0,2,6,18698,17976,-1917.423868,smFISH_Human_L2-L3_Replicate2,324,5,18055.15905,907.9217087
324,0,1,0,0,1,0,0,1,0,3,15368,17856,-1835.423868,smFISH_Human_L2-L3_Replicate2,325,5,17923.84444,970.2151364
325,0,1,0,0,1,1,0,0,29,32,29246,18072,-1341.423868,smFISH_Human_L2-L3_Replicate2,326,5,18060.20488,1491.845111
326,1,0,0,0,0,0,1,0,1,3,27652,18368,-1425.423868,smFISH_Human_L2-L3_Replicate2,327,5,18365.6801,1455.00916
327,0,0,1,0,1,0,0,1,1,4,22736,18480,-1191.423868,smFISH_Human_L2-L3_Replicate2,328,5,18439.83773,1703.606516
328,5,0,4,7,0,46,4,18,111,195,55430,18860,-919.4238679,smFISH_Human_L2-L3_Replicate2,329,5,18772.79674,2031.512449
329,1,1,2,1,0,26,1,11,92,135,35794,19136,-573.4238679,smFISH_Human_L2-L3_Replicate2,330,5,18991.49252,2416.303501
330,0,1,1,0,0,9,0,0,49,60,31306,19092,182.5761321,smFISH_Human_L2-L3_Replicate2,331,5,18830.19296,3156.205151
331,0,1,1,0,1,0,0,1,6,10,25098,18878,430.5761321,smFISH_Human_L2-L3_Replicate2,332,5,18580.15291,3367.817936
332,1,1,2,1,2,4,1,2,5,19,12318,18408,-31.42386792,smFISH_Human_L2-L3_Replicate2,333,5,18187.90912,2838.205993
333,1,1,0,2,1,1,1,0,2,9,31376,18596,-247.4238679,smFISH_Human_L2-L3_Replicate2,334,5,18407.27913,2654.149486
334,1,4,1,1,3,6,1,2,12,31,23704,18642,484.5761321,smFISH_Human_L2-L3_Replicate2,335,5,18338.62043,3384.372728
335,0,0,1,0,0,0,0,0,1,2,31520,17290,126.5761321,smFISH_Human_L2-L3_Replicate2,336,4,17058.94632,2820.01276
336,1,0,1,1,0,12,0,0,66,81,20228,17602,448.5761321,smFISH_Human_L2-L3_Replicate2,337,0,17316.94297,3186.70845
337,0,0,1,0,1,10,1,0,57,70,18764,18354,208.5761321,smFISH_Human_L2-L3_Replicate2,338,5,18097.16045,3066.855678
338,1,4,2,2,4,7,1,3,29,53,17018,18324,332.5761321,smFISH_Human_L2-L3_Replicate2,339,5,18048.1993,3184.664022
339,0,1,0,0,0,0,0,0,6,7,16112,18014,426.5761321,smFISH_Human_L2-L3_Replicate2,340,5,17727.33649,3229.195576
340,0,1,3,0,1,0,0,1,26,32,26256,17900,452.5761321,smFISH_Human_L2-L3_Replicate2,341,5,17610.67723,3237.108672
341,0,1,0,0,1,0,0,1,3,6,18834,18912,-363.4238679,smFISH_Human_L2-L3_Replicate2,342,5,18737.49773,2588.82204
342,0,0,0,0,0,0,0,6,0,6,20200,18950,-1561.423868,smFISH_Human_L2-L3_Replicate2,343,5,18961.76495,1411.387449
343,0,1,2,0,0,14,0,2,65,84,26750,18790,-2115.423868,smFISH_Human_L2-L3_Replicate2,344,5,18890.07223,839.2195072
344,0,1,0,0,2,1,0,2,0,6,21002,18402,-2091.423868,smFISH_Human_L2-L3_Replicate2,345,5,18503.07363,802.4488043
345,0,0,0,0,0,5,0,0,6,11,17032,18256,-1863.423868,smFISH_Human_L2-L3_Replicate2,346,5,18323.31984,1004.905163
346,0,0,0,0,0,2,0,1,9,12,17436,18186,-1777.423868,smFISH_Human_L2-L3_Replicate2,347,5,18240.77063,1078.943176
347,0,2,2,0,0,5,0,5,46,60,25834,19034,-2003.423868,smFISH_Human_L2-L3_Replicate2,348,5,19113.63259,987.8827631
348,0,0,0,1,0,1,1,1,2,6,13094,19098,-2277.423868,smFISH_Human_L2-L3_Replicate2,349,5,19219.5586,727.2073334
349,1,0,0,1,0,0,1,0,1,4,19544,19048,-2181.423868,smFISH_Human_L2-L3_Replicate2,350,5,19155.20625,814.2405133
350,0,1,4,0,2,1,0,1,56,65,34386,18282,-2407.423868,smFISH_Human_L2-L3_Replicate2,351,5,18433.79507,471.6067247
351,0,0,1,0,0,1,0,0,8,10,13342,19214,248.5761321,smFISH_Human_L2-L3_Replicate2,352,5,18940.41445,3240.414556
352,1,0,2,1,2,1,1,1,1,10,18148,16934,-2371.423868,smFISH_Human_L2-L3_Replicate2,353,5,17096.65949,297.0546319
353,0,2,0,0,2,0,0,1,0,5,16784,19156,-313.4238679,smFISH_Human_L2-L3_Replicate2,354,5,18970.72201,2676.243082
354,0,0,0,0,0,0,0,0,1,1,9006,19730,-2357.423868,smFISH_Human_L2-L3_Replicate2,355,5,19856.30364,746.694646
355,0,0,0,0,0,3,0,2,7,12,14844,20310,-2157.423868,smFISH_Human_L2-L3_Replicate2,356,5,20398.04078,1034.654488
356,0,0,0,0,0,0,0,0,1,1,22252,19758,-1055.423868,smFISH_Human_L2-L3_Replicate2,357,5,19681.01933,2037.145501
357,1,1,0,0,1,0,1,1,1,6,20616,19494,-957.4238679,smFISH_Human_L2-L3_Replicate2,358,5,19404.97081,2092.798163
358,0,1,1,0,0,0,0,0,0,2,25704,19730,-671.4238679,smFISH_Human_L2-L3_Replicate2,359,5,19593.50766,2412.087775
359,0,2,1,0,15,0,0,0,1,19,18970,19904,-1035.423868,smFISH_Human_L2-L3_Replicate2,360,5,19822.11747,2079.658001
360,4,4,4,3,3,17,3,3,45,86,28770,20060,-1001.423868,smFISH_Human_L2-L3_Replicate2,361,5,19970.91123,2137.558084
361,0,0,0,0,0,1,0,0,0,1,12806,20354,-439.4238679,smFISH_Human_L2-L3_Replicate2,362,5,20173.7192,2738.51476
362,1,3,3,2,2,20,2,4,51,88,36104,19986,-285.4238679,smFISH_Human_L2-L3_Replicate2,363,5,19786.21312,2833.272542
363,1,6,2,3,5,29,2,9,51,108,14673,20688,44.57613208,smFISH_Human_L2-L3_Replicate2,364,5,20428.1961,3268.659559
364,0,0,3,0,1,0,0,0,1,5,17340,20894,122.5761321,smFISH_Human_L2-L3_Replicate2,365,5,20619.52047,3377.815334
365,0,2,0,1,2,11,1,14,67,98,37188,20360,400.5761321,smFISH_Human_L2-L3_Replicate2,366,5,20048.71548,3569.183208
366,0,3,2,4,2,1,1,2,3,18,23626,19670,150.5761321,smFISH_Human_L2-L3_Replicate2,367,5,19406.11627,3214.688838
367,0,0,0,0,0,0,0,0,2,2,20698,19734,-1953.423868,smFISH_Human_L2-L3_Replicate2,368,5,19797.28348,1146.380297
368,3,5,4,6,1,37,7,15,74,152,62188,20396,-1745.423868,smFISH_Human_L2-L3_Replicate2,369,5,20418.77143,1455.02366
369,1,1,0,1,5,1,1,1,3,14,40466,20574,-1455.423868,smFISH_Human_L2-L3_Replicate2,370,5,20549.3937,1769.223952
370,0,0,0,0,0,1,0,0,3,4,15334,20372,-1263.423868,smFISH_Human_L2-L3_Replicate2,371,5,20319.93566,1927.391622
371,0,0,0,0,0,0,0,0,0,0,23816,21254,-1127.423868,smFISH_Human_L2-L3_Replicate2,372,5,21169.95731,2199.206284
372,0,1,3,0,2,20,0,47,132,205,45096,20830,-811.4238679,smFISH_Human_L2-L3_Replicate2,373,5,20701.88482,2445.255355
373,0,0,0,0,0,0,0,0,0,0,19574,21210,-577.4238679,smFISH_Human_L2-L3_Replicate2,374,5,21040.76686,2735.625737
374,2,4,4,0,3,31,1,21,121,187,45758,21610,-509.4238679,smFISH_Human_L2-L3_Replicate2,375,5,21425.2788,2865.142418
375,4,2,5,3,2,38,2,18,124,198,56928,21052,-1399.423868,smFISH_Human_L2-L3_Replicate2,376,5,21012.82272,1899.045122
376,0,0,0,0,0,1,0,0,1,2,26672,21658,-1259.423868,smFISH_Human_L2-L3_Replicate2,377,5,21589.59425,2131.790912
377,2,2,2,1,7,1,1,4,5,25,37774,20660,-159.4238679,smFISH_Human_L2-L3_Replicate2,378,5,20432.3357,3062.788571
378,4,2,5,0,2,19,0,27,99,158,32580,21506,-161.4238679,smFISH_Human_L2-L3_Replicate2,379,5,21268.30734,3192.678614
379,0,1,0,0,1,0,0,0,0,2,23936,21986,-1609.423868,smFISH_Human_L2-L3_Replicate2,380,5,21968.13965,1837.193929
380,4,6,1,2,1,16,3,8,62,103,25462,21674,-1955.423868,smFISH_Human_L2-L3_Replicate2,381,5,21713.88387,1446.791575
381,2,0,0,2,1,0,3,2,2,12,16456,21270,-1975.423868,smFISH_Human_L2-L3_Replicate2,382,5,21317.93909,1364.064743
382,0,0,1,0,0,3,0,4,9,17,28078,20904,-1579.423868,smFISH_Human_L2-L3_Replicate2,383,5,20894.68814,1698.176458
383,1,0,1,0,0,5,0,5,25,37,16224,20626,-527.4238679,smFISH_Human_L2-L3_Replicate2,384,5,20456.11124,2693.986831
384,0,0,0,0,0,0,0,1,9,10,16618,22018,-185.4238679,smFISH_Human_L2-L3_Replicate2,385,5,21777.79036,3248.777136
385,1,0,0,0,1,2,1,1,11,17,27062,21404,412.5761321,smFISH_Human_L2-L3_Replicate2,386,5,21078.08492,3743.7643
386,1,1,0,3,1,2,1,0,0,9,27196,22072,-1855.423868,smFISH_Human_L2-L3_Replicate2,387,5,22091.43243,1607.605403
387,3,4,1,3,3,0,3,3,1,21,12442,21414,-1179.423868,smFISH_Human_L2-L3_Replicate2,388,5,21336.10694,2172.780966
388,1,1,1,1,1,0,1,1,0,7,14022,21532,-1141.423868,smFISH_Human_L2-L3_Replicate2,389,5,21446.74167,2228.709118
389,0,0,1,0,1,0,0,2,2,6,15820,21078,-295.4238679,smFISH_Human_L2-L3_Replicate2,390,5,20866.42501,2993.604262
390,0,0,1,0,0,1,0,1,9,12,12946,21006,-227.4238679,smFISH_Human_L2-L3_Replicate2,391,5,20784.70589,3049.550538
391,1,0,0,0,1,1,1,1,2,7,16844,22210,-1317.423868,smFISH_Human_L2-L3_Replicate2,392,0,22143.88795,2160.539773
392,1,2,1,0,2,4,1,5,28,44,19740,22178,-2489.423868,smFISH_Human_L2-L3_Replicate2,393,0,22294.95812,997.8765356
393,0,0,1,0,0,0,0,0,0,1,14528,21646,-2471.423868,smFISH_Human_L2-L3_Replicate2,394,5,21766.65476,932.7339585
394,1,0,1,0,0,2,0,4,22,30,13718,21530,-1983.423868,smFISH_Human_L2-L3_Replicate2,395,5,21576.00823,1396.688593
395,0,2,0,0,0,12,0,1,19,34,13716,19418,268.5761321,smFISH_Human_L2-L3_Replicate2,396,5,19138.8037,3291.967487
396,0,0,0,0,0,3,0,0,7,10,11138,19540,302.5761321,smFISH_Human_L2-L3_Replicate2,397,5,19254.01301,3344.568007
397,0,0,1,0,0,0,1,0,2,4,14736,19400,-1451.423868,smFISH_Human_L2-L3_Replicate2,398,5,19389.11925,1590.184267
398,1,2,0,1,1,0,1,1,3,10,20256,14680,584.5761321,smFISH_Human_L2-L3_Replicate2,399,4,14409.45841,2865.595527
399,2,1,2,1,1,23,2,0,118,150,46092,16838,498.5761321,smFISH_Human_L2-L3_Replicate2,400,4,16554.48736,3117.013034
